instant_x,dteday,season_x,yr_x,mnth_x,hr,holiday_x,weekday_x,workingday_x,weathersit_x,temp_x,atemp_x,hum_x,windspeed_x,casual_x,registered_x,cnt_x,instant_y,season_y,yr_y,mnth_y,holiday_y,weekday_y,workingday_y,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y,casual_y,registered_y,cnt_y,total_users,temp_celsius,humidity_percent,windspeed_kmh
10267,2012-03-08,1,1,3,20,0,4,1,2,0.6,0.6212,0.43,0.3881,20,282,302,433,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486,4896,5382,302,24.599999999999998,43.0,26.0027
10268,2012-03-08,1,1,3,21,0,4,1,1,0.6,0.6212,0.43,0.3881,27,206,233,433,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486,4896,5382,233,24.599999999999998,43.0,26.0027
10269,2012-03-08,1,1,3,22,0,4,1,1,0.56,0.5303,0.49,0.3284,12,141,153,433,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486,4896,5382,153,22.96,49.0,22.0028
10270,2012-03-08,1,1,3,23,0,4,1,2,0.56,0.5303,0.49,0.4478,6,88,94,433,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486,4896,5382,94,22.96,49.0,30.002599999999997
10271,2012-03-09,1,1,3,0,0,5,1,2,0.58,0.5455,0.49,0.4627,3,51,54,434,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,54,23.779999999999998,49.0,31.0009
10272,2012-03-09,1,1,3,1,0,5,1,3,0.56,0.5303,0.52,0.4925,4,22,26,434,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,26,22.96,52.0,32.9975
10273,2012-03-09,1,1,3,2,0,5,1,3,0.48,0.4697,0.77,0.4179,2,9,11,434,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,11,19.68,77.0,27.999299999999998
10274,2012-03-09,1,1,3,3,0,5,1,1,0.46,0.4545,0.77,0.5224,0,7,7,434,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,7,18.86,77.0,35.0008
10275,2012-03-09,1,1,3,4,0,5,1,3,0.4,0.4091,0.66,0.2836,0,1,1,434,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,1,16.400000000000002,66.0,19.0012
10276,2012-03-09,1,1,3,5,0,5,1,3,0.4,0.4091,0.66,0.2836,2,27,29,434,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,29,16.400000000000002,66.0,19.0012
10277,2012-03-09,1,1,3,6,0,5,1,2,0.4,0.4091,0.5,0.3582,2,83,85,434,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,85,16.400000000000002,50.0,23.9994
10278,2012-03-09,1,1,3,7,0,5,1,2,0.38,0.3939,0.4,0.2985,6,262,268,434,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,268,15.58,40.0,19.999499999999998
10279,2012-03-09,1,1,3,8,0,5,1,2,0.34,0.2879,0.42,0.5224,17,484,501,434,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,501,13.940000000000001,42.0,35.0008
10280,2012-03-09,1,1,3,9,0,5,1,2,0.34,0.2879,0.42,0.5224,17,267,284,434,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,284,13.940000000000001,42.0,35.0008
10281,2012-03-09,1,1,3,10,0,5,1,2,0.34,0.2879,0.36,0.4925,14,145,159,434,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,159,13.940000000000001,36.0,32.9975
10282,2012-03-09,1,1,3,11,0,5,1,2,0.36,0.3333,0.34,0.3582,17,170,187,434,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,187,14.76,34.0,23.9994
10283,2012-03-09,1,1,3,12,0,5,1,1,0.36,0.3333,0.34,0.4179,27,174,201,434,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,201,14.76,34.0,27.999299999999998
10284,2012-03-09,1,1,3,13,0,5,1,2,0.38,0.3939,0.29,0.3881,49,175,224,434,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,224,15.58,28.999999999999996,26.0027
10285,2012-03-09,1,1,3,14,0,5,1,1,0.42,0.4242,0.28,0.4627,49,129,178,434,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,178,17.22,28.000000000000004,31.0009
10286,2012-03-09,1,1,3,15,0,5,1,1,0.46,0.4545,0.24,0.2537,50,188,238,434,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,238,18.86,24.0,16.997899999999998
10287,2012-03-09,1,1,3,16,0,5,1,1,0.48,0.4697,0.23,0.4179,51,292,343,434,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,343,19.68,23.0,27.999299999999998
10288,2012-03-09,1,1,3,17,0,5,1,1,0.46,0.4545,0.24,0.3881,68,498,566,434,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,566,18.86,24.0,26.0027
10289,2012-03-09,1,1,3,18,0,5,1,1,0.44,0.4394,0.26,0.5224,30,440,470,434,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,470,18.04,26.0,35.0008
10290,2012-03-09,1,1,3,19,0,5,1,1,0.42,0.4242,0.28,0.6119,12,232,244,434,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,244,17.22,28.000000000000004,40.9973
10291,2012-03-09,1,1,3,20,0,5,1,1,0.38,0.3939,0.32,0.3582,3,156,159,434,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,159,15.58,32.0,23.9994
10292,2012-03-09,1,1,3,21,0,5,1,1,0.36,0.3333,0.34,0.3284,8,133,141,434,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,141,14.76,34.0,22.0028
10293,2012-03-09,1,1,3,22,0,5,1,1,0.34,0.2879,0.31,0.4925,7,100,107,434,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,107,13.940000000000001,31.0,32.9975
10294,2012-03-09,1,1,3,23,0,5,1,1,0.32,0.303,0.33,0.2985,9,77,86,434,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,86,13.120000000000001,33.0,19.999499999999998
10295,2012-03-10,1,1,3,0,0,6,0,1,0.3,0.2727,0.36,0.3582,9,68,77,435,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,77,12.299999999999999,36.0,23.9994
10296,2012-03-10,1,1,3,1,0,6,0,1,0.3,0.2879,0.36,0.2537,1,50,51,435,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,51,12.299999999999999,36.0,16.997899999999998
10297,2012-03-10,1,1,3,2,0,6,0,1,0.26,0.2424,0.41,0.2537,12,30,42,435,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,42,10.66,41.0,16.997899999999998
10298,2012-03-10,1,1,3,3,0,6,0,1,0.26,0.2273,0.41,0.2985,0,16,16,435,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,16,10.66,41.0,19.999499999999998
10299,2012-03-10,1,1,3,4,0,6,0,1,0.24,0.2121,0.41,0.3582,1,3,4,435,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,4,9.84,41.0,23.9994
10300,2012-03-10,1,1,3,5,0,6,0,1,0.22,0.2121,0.42,0.2836,3,7,10,435,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,10,9.02,42.0,19.0012
10301,2012-03-10,1,1,3,6,0,6,0,1,0.22,0.2121,0.44,0.2836,1,11,12,435,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,12,9.02,44.0,19.0012
10302,2012-03-10,1,1,3,7,0,6,0,1,0.22,0.2121,0.44,0.2537,4,36,40,435,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,40,9.02,44.0,16.997899999999998
10303,2012-03-10,1,1,3,8,0,6,0,1,0.22,0.2121,0.44,0.2985,15,96,111,435,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,111,9.02,44.0,19.999499999999998
10304,2012-03-10,1,1,3,9,0,6,0,1,0.24,0.2121,0.41,0.3284,21,127,148,435,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,148,9.84,41.0,22.0028
10305,2012-03-10,1,1,3,10,0,6,0,1,0.26,0.2273,0.35,0.4179,47,176,223,435,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,223,10.66,35.0,27.999299999999998
10306,2012-03-10,1,1,3,11,0,6,0,1,0.3,0.2727,0.33,0.3284,56,218,274,435,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,274,12.299999999999999,33.0,22.0028
10307,2012-03-10,1,1,3,12,0,6,0,1,0.3,0.2727,0.33,0.3284,88,241,329,435,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,329,12.299999999999999,33.0,22.0028
10308,2012-03-10,1,1,3,13,0,6,0,1,0.32,0.303,0.29,0.2836,89,268,357,435,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,357,13.120000000000001,28.999999999999996,19.0012
10309,2012-03-10,1,1,3,14,0,6,0,1,0.34,0.3182,0.27,0.2836,117,262,379,435,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,379,13.940000000000001,27.0,19.0012
10310,2012-03-10,1,1,3,15,0,6,0,1,0.34,0.3636,0.25,0.0,132,274,406,435,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,406,13.940000000000001,25.0,0.0
10311,2012-03-10,1,1,3,16,0,6,0,1,0.36,0.3636,0.23,0.0,115,275,390,435,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,390,14.76,23.0,0.0
10312,2012-03-10,1,1,3,17,0,6,0,1,0.36,0.3788,0.23,0.0,104,250,354,435,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,354,14.76,23.0,0.0
10313,2012-03-10,1,1,3,18,0,6,0,1,0.36,0.3636,0.21,0.0896,67,230,297,435,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,297,14.76,21.0,6.0032
10314,2012-03-10,1,1,3,19,0,6,0,1,0.34,0.3636,0.25,0.0,25,159,184,435,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,184,13.940000000000001,25.0,0.0
10315,2012-03-10,1,1,3,20,0,6,0,1,0.32,0.3333,0.33,0.1343,20,101,121,435,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,121,13.120000000000001,33.0,8.9981
10316,2012-03-10,1,1,3,21,0,6,0,1,0.3,0.2879,0.39,0.2239,16,94,110,435,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,110,12.299999999999999,39.0,15.001299999999999
10317,2012-03-10,1,1,3,22,0,6,0,1,0.26,0.2576,0.44,0.1642,19,81,100,435,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,100,10.66,44.0,11.0014
10318,2012-03-10,1,1,3,23,0,6,0,1,0.26,0.2576,0.41,0.194,6,77,83,435,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,83,10.66,41.0,12.998000000000001
10319,2012-03-11,1,1,3,0,0,0,0,1,0.26,0.2879,0.44,0.0896,7,62,69,436,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,69,10.66,44.0,6.0032
10320,2012-03-11,1,1,3,1,0,0,0,1,0.24,0.2424,0.52,0.1642,4,57,61,436,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,61,9.84,52.0,11.0014
10321,2012-03-11,1,1,3,3,0,0,0,1,0.24,0.2424,0.6,0.1343,15,51,66,436,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,66,9.84,60.0,8.9981
10322,2012-03-11,1,1,3,4,0,0,0,1,0.24,0.2424,0.6,0.1343,7,15,22,436,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,22,9.84,60.0,8.9981
10323,2012-03-11,1,1,3,5,0,0,0,1,0.24,0.2424,0.6,0.1642,2,5,7,436,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,7,9.84,60.0,11.0014
10324,2012-03-11,1,1,3,6,0,0,0,1,0.24,0.2424,0.7,0.1642,2,8,10,436,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,10,9.84,70.0,11.0014
10325,2012-03-11,1,1,3,7,0,0,0,1,0.22,0.2273,0.69,0.1343,2,15,17,436,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,17,9.02,69.0,8.9981
10326,2012-03-11,1,1,3,8,0,0,0,1,0.22,0.2273,0.69,0.1343,4,68,72,436,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,72,9.02,69.0,8.9981
10327,2012-03-11,1,1,3,9,0,0,0,1,0.26,0.2576,0.6,0.2239,20,70,90,436,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,90,10.66,60.0,15.001299999999999
10328,2012-03-11,1,1,3,10,0,0,0,1,0.32,0.303,0.49,0.2836,71,147,218,436,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,218,13.120000000000001,49.0,19.0012
10329,2012-03-11,1,1,3,11,0,0,0,1,0.36,0.3333,0.43,0.2836,90,209,299,436,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,299,14.76,43.0,19.0012
10330,2012-03-11,1,1,3,12,0,0,0,1,0.4,0.4091,0.37,0.2985,146,264,410,436,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,410,16.400000000000002,37.0,19.999499999999998
10331,2012-03-11,1,1,3,13,0,0,0,1,0.42,0.4242,0.41,0.2985,176,288,464,436,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,464,17.22,41.0,19.999499999999998
10332,2012-03-11,1,1,3,14,0,0,0,1,0.46,0.4545,0.31,0.2836,212,289,501,436,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,501,18.86,31.0,19.0012
10333,2012-03-11,1,1,3,15,0,0,0,1,0.5,0.4848,0.29,0.2985,201,286,487,436,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,487,20.5,28.999999999999996,19.999499999999998
10334,2012-03-11,1,1,3,16,0,0,0,1,0.5,0.4848,0.31,0.3582,208,301,509,436,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,509,20.5,31.0,23.9994
10335,2012-03-11,1,1,3,17,0,0,0,1,0.52,0.5,0.27,0.2985,199,299,498,436,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,498,21.32,27.0,19.999499999999998
10336,2012-03-11,1,1,3,18,0,0,0,1,0.52,0.5,0.29,0.2836,133,256,389,436,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,389,21.32,28.999999999999996,19.0012
10337,2012-03-11,1,1,3,19,0,0,0,1,0.5,0.4848,0.31,0.2836,55,203,258,436,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,258,20.5,31.0,19.0012
10338,2012-03-11,1,1,3,20,0,0,0,1,0.44,0.4394,0.47,0.2239,42,129,171,436,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,171,18.04,47.0,15.001299999999999
10339,2012-03-11,1,1,3,21,0,0,0,1,0.42,0.4242,0.54,0.2239,37,110,147,436,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,147,17.22,54.0,15.001299999999999
10340,2012-03-11,1,1,3,22,0,0,0,1,0.4,0.4091,0.54,0.194,13,81,94,436,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,94,16.400000000000002,54.0,12.998000000000001
10341,2012-03-11,1,1,3,23,0,0,0,1,0.4,0.4091,0.5,0.1642,12,40,52,436,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,52,16.400000000000002,50.0,11.0014
10342,2012-03-12,1,1,3,0,0,1,1,1,0.38,0.3939,0.54,0.194,4,20,24,437,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,24,15.58,54.0,12.998000000000001
10343,2012-03-12,1,1,3,1,0,1,1,1,0.38,0.3939,0.5,0.1343,1,9,10,437,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,10,15.58,50.0,8.9981
10344,2012-03-12,1,1,3,2,0,1,1,1,0.38,0.3939,0.54,0.1045,4,5,9,437,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,9,15.58,54.0,7.0015
10345,2012-03-12,1,1,3,3,0,1,1,1,0.36,0.3485,0.5,0.1343,0,2,2,437,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,2,14.76,50.0,8.9981
10346,2012-03-12,1,1,3,4,0,1,1,1,0.34,0.3333,0.61,0.194,0,3,3,437,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,3,13.940000000000001,61.0,12.998000000000001
10347,2012-03-12,1,1,3,5,0,1,1,1,0.34,0.3333,0.61,0.194,1,15,16,437,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,16,13.940000000000001,61.0,12.998000000000001
10348,2012-03-12,1,1,3,6,0,1,1,1,0.34,0.3485,0.57,0.1045,2,86,88,437,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,88,13.940000000000001,56.99999999999999,7.0015
10349,2012-03-12,1,1,3,7,0,1,1,1,0.34,0.3485,0.53,0.1045,9,259,268,437,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,268,13.940000000000001,53.0,7.0015
10350,2012-03-12,1,1,3,8,0,1,1,1,0.34,0.3333,0.61,0.1343,17,547,564,437,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,564,13.940000000000001,61.0,8.9981
10351,2012-03-12,1,1,3,9,0,1,1,1,0.38,0.3939,0.54,0.1642,21,260,281,437,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,281,15.58,54.0,11.0014
10352,2012-03-12,1,1,3,10,0,1,1,1,0.4,0.4091,0.5,0.2239,39,98,137,437,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,137,16.400000000000002,50.0,15.001299999999999
10353,2012-03-12,1,1,3,11,0,1,1,1,0.44,0.4394,0.44,0.2239,39,111,150,437,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,150,18.04,44.0,15.001299999999999
10354,2012-03-12,1,1,3,12,0,1,1,1,0.48,0.4697,0.39,0.2239,59,162,221,437,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,221,19.68,39.0,15.001299999999999
10355,2012-03-12,1,1,3,13,0,1,1,2,0.54,0.5152,0.32,0.2537,74,176,250,437,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,250,22.14,32.0,16.997899999999998
10356,2012-03-12,1,1,3,14,0,1,1,2,0.58,0.5455,0.32,0.2836,76,145,221,437,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,221,23.779999999999998,32.0,19.0012
10357,2012-03-12,1,1,3,15,0,1,1,1,0.56,0.5303,0.4,0.1343,74,159,233,437,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,233,22.96,40.0,8.9981
10358,2012-03-12,1,1,3,16,0,1,1,1,0.62,0.6212,0.35,0.4478,77,255,332,437,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,332,25.419999999999998,35.0,30.002599999999997
10359,2012-03-12,1,1,3,17,0,1,1,2,0.62,0.6212,0.38,0.4179,87,557,644,437,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,644,25.419999999999998,38.0,27.999299999999998
10360,2012-03-12,1,1,3,18,0,1,1,2,0.6,0.6212,0.43,0.194,89,623,712,437,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,712,24.599999999999998,43.0,12.998000000000001
10361,2012-03-12,1,1,3,19,0,1,1,2,0.56,0.5303,0.49,0.2239,67,379,446,437,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,446,22.96,49.0,15.001299999999999
10362,2012-03-12,1,1,3,20,0,1,1,2,0.56,0.5303,0.49,0.2239,49,237,286,437,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,286,22.96,49.0,15.001299999999999
10363,2012-03-12,1,1,3,21,0,1,1,2,0.54,0.5152,0.56,0.2239,22,183,205,437,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,205,22.14,56.00000000000001,15.001299999999999
10364,2012-03-12,1,1,3,22,0,1,1,2,0.56,0.5303,0.56,0.2239,17,116,133,437,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,133,22.96,56.00000000000001,15.001299999999999
10365,2012-03-12,1,1,3,23,0,1,1,1,0.56,0.5303,0.56,0.2239,10,53,63,437,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,63,22.96,56.00000000000001,15.001299999999999
10366,2012-03-13,1,1,3,0,0,2,1,2,0.56,0.5303,0.52,0.194,5,21,26,438,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,26,22.96,52.0,12.998000000000001
10367,2012-03-13,1,1,3,1,0,2,1,2,0.52,0.5,0.59,0.2239,2,14,16,438,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,16,21.32,59.0,15.001299999999999
10368,2012-03-13,1,1,3,2,0,2,1,3,0.52,0.5,0.72,0.2985,0,1,1,438,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,1,21.32,72.0,19.999499999999998
10369,2012-03-13,1,1,3,3,0,2,1,3,0.52,0.5,0.72,0.2985,0,2,2,438,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,2,21.32,72.0,19.999499999999998
10370,2012-03-13,1,1,3,4,0,2,1,2,0.46,0.4545,0.82,0.194,0,1,1,438,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,1,18.86,82.0,12.998000000000001
10371,2012-03-13,1,1,3,5,0,2,1,2,0.46,0.4545,0.82,0.194,0,24,24,438,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,24,18.86,82.0,12.998000000000001
10372,2012-03-13,1,1,3,6,0,2,1,3,0.46,0.4545,0.82,0.194,5,108,113,438,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,113,18.86,82.0,12.998000000000001
10373,2012-03-13,1,1,3,7,0,2,1,2,0.46,0.4545,0.82,0.2836,16,292,308,438,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,308,18.86,82.0,19.0012
10374,2012-03-13,1,1,3,8,0,2,1,1,0.46,0.4545,0.82,0.2836,22,571,593,438,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,593,18.86,82.0,19.0012
10375,2012-03-13,1,1,3,9,0,2,1,1,0.48,0.4697,0.82,0.2836,18,324,342,438,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,342,19.68,82.0,19.0012
10376,2012-03-13,1,1,3,10,0,2,1,1,0.52,0.5,0.77,0.2239,28,115,143,438,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,143,21.32,77.0,15.001299999999999
10377,2012-03-13,1,1,3,11,0,2,1,1,0.54,0.5152,0.73,0.2836,64,155,219,438,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,219,22.14,73.0,19.0012
10378,2012-03-13,1,1,3,12,0,2,1,1,0.6,0.6061,0.6,0.2836,47,197,244,438,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,244,24.599999999999998,60.0,19.0012
10379,2012-03-13,1,1,3,13,0,2,1,1,0.6,0.6061,0.6,0.3881,53,180,233,438,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,233,24.599999999999998,60.0,26.0027
10380,2012-03-13,1,1,3,14,0,2,1,1,0.64,0.6212,0.53,0.3284,52,160,212,438,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,212,26.240000000000002,53.0,22.0028
10381,2012-03-13,1,1,3,15,0,2,1,1,0.7,0.6364,0.39,0.2239,68,196,264,438,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,264,28.7,39.0,15.001299999999999
10382,2012-03-13,1,1,3,16,0,2,1,1,0.72,0.6515,0.34,0.3881,53,312,365,438,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,365,29.52,34.0,26.0027
10383,2012-03-13,1,1,3,17,0,2,1,1,0.7,0.6364,0.37,0.1045,62,614,676,438,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,676,28.7,37.0,7.0015
10384,2012-03-13,1,1,3,18,0,2,1,1,0.7,0.6364,0.34,0.2985,96,638,734,438,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,734,28.7,34.0,19.999499999999998
10385,2012-03-13,1,1,3,19,0,2,1,1,0.64,0.6212,0.47,0.2239,50,429,479,438,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,479,26.240000000000002,47.0,15.001299999999999
10386,2012-03-13,1,1,3,20,0,2,1,1,0.6,0.6212,0.49,0.1642,45,306,351,438,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,351,24.599999999999998,49.0,11.0014
10387,2012-03-13,1,1,3,21,0,2,1,1,0.58,0.5455,0.56,0.1045,44,200,244,438,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,244,23.779999999999998,56.00000000000001,7.0015
10388,2012-03-13,1,1,3,22,0,2,1,1,0.56,0.5303,0.6,0.0896,24,146,170,438,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,170,22.96,60.0,6.0032
10389,2012-03-13,1,1,3,23,0,2,1,1,0.56,0.5303,0.56,0.1343,8,79,87,438,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,87,22.96,56.00000000000001,8.9981
